dc_identifier,dcterms_extent,ldp_contains,fedora_writable,fedora_created,dc_creator,dcterms_spatial,dcterms_medium,tamudigital_local/details,fedora_lastModifiedBy,dc_type,fedora_hasParent,dc_subject,fedora_lastModified,dc_title,dc_rights,dcterms_type,dc_format,fedora_createdBy,files,dc_relation,dcterms_temporal,dcterms_created,dc_contributor
1111,"1 sheet of yellow, blue, green, pink and white marbled paper; 20.25 x 25.25 in.",https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/fb/00/6c/bc/fb006cbc-d2e5-4fcb-9321-62b6385720d0/berger_cloonan_batch_7_objects/86/pages|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/fb/00/6c/bc/fb006cbc-d2e5-4fcb-9321-62b6385720d0/berger_cloonan_batch_7_objects/86/orderProxies,false,2022-06-21T13:53:47.435000+00:00,"Cockerell, Douglas|Cockerell, Sydney Morris",England--Cambridge,Paper,"Surface application; Marbled; M4.D3.F7; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: VIII.F.1.c; Not signed; Stamped; Not stickered; Not embossed; Douglas Cockerell and Sidney Cockerell, father and son, were both talented English marblers. They marbled beginning in the 1970s.; [stamped in black ink on verso]: [copyright symbol] COCKERELL 94 WIMPOLE ROAD BARTON CAMBRIDGE CB3 7AD ENGLAND Tel 01223 262430 QUALITY HAND MARBLED DESIGN NO UNAUTHORISED REPRODUCTION""; [stamped in black ink on verso]: ""COCKERELL MARBLED PAPERS *SECOND* HAND MARBLED DESIGN""",fedoraAdmin,Dutch marbled paper|French snail marbled papers|art reproduction|curl marbled paper,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/fb/00/6c/bc/fb006cbc-d2e5-4fcb-9321-62b6385720d0/berger_cloonan_batch_7_objects,Marbled papers,2022-06-21T13:53:47.435000+00:00,Berger-Cloonan #1111,In copyright; For more information see: http://rightsstatements.org/vocab/InC/1.0/,StillImage,reformatted digital,fedoraAdmin,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/fb/00/6c/bc/fb006cbc-d2e5-4fcb-9321-62b6385720d0/berger_cloonan_batch_7_objects/86/pages/page_0/files/01111.jpg,,,,Cockerell
983,"1 sheet of gray, purple, red, yellow, dark green and white marbled paper; 13.25 x 19.00 in.",https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/fb/00/6c/bc/fb006cbc-d2e5-4fcb-9321-62b6385720d0/berger_cloonan_batch_7_objects/25/orderProxies|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/fb/00/6c/bc/fb006cbc-d2e5-4fcb-9321-62b6385720d0/berger_cloonan_batch_7_objects/25/pages,false,2022-06-21T13:52:06.920000+00:00,"Duzgunman, Mustafa",,Paper,"Surface application; Marbled; M4.D5.F1; Central floral and leaf motif; background is random marbling; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: VIII.F.2; VIII.F.4; Signed; Not stamped; Not stickered; Not embossed; Stored in brown paper folder; mounted on foam core; [written in black ink on recto]: ""Mustafa""",fedoraAdmin,art reproduction|Figured marbled papers|Random marbled papers|marbled paper,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/fb/00/6c/bc/fb006cbc-d2e5-4fcb-9321-62b6385720d0/berger_cloonan_batch_7_objects,Marbled papers,2022-06-21T13:52:06.920000+00:00,Berger-Cloonan #983,In copyright; For more information see: http://rightsstatements.org/vocab/InC/1.0/,StillImage,reformatted digital,fedoraAdmin,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/fb/00/6c/bc/fb006cbc-d2e5-4fcb-9321-62b6385720d0/berger_cloonan_batch_7_objects/25/pages/page_0/files/00983.jpg,M4.D5.F1.A,,,
1116,"1 sheet of light blue, brown, gray and white marbled paper; 20.25 x 25.25 in.",https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/fb/00/6c/bc/fb006cbc-d2e5-4fcb-9321-62b6385720d0/berger_cloonan_batch_7_objects/91/orderProxies|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/fb/00/6c/bc/fb006cbc-d2e5-4fcb-9321-62b6385720d0/berger_cloonan_batch_7_objects/91/pages,false,2022-06-21T13:53:58.322000+00:00,"Cockerell, Douglas|Cockerell, Sydney Morris",England--Cambridge,Paper,"Surface application; Marbled; M4.D3.F7; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: VIII.F.1; Not signed; Stamped; Not stickered; Not embossed; Douglas Cockerell and Sidney Cockerell, father and son, were both talented English marblers. They marbled beginning in the 1970s.; [stamped in black ink on verso]: [copyright symbol] COCKERELL 94 WIMPOLE ROAD BARTON CAMBRIDGE CB3 7AD ENGLAND Tel 01223 262430 QUALITY HAND MARBLED DESIGN NO UNAUTHORISED REPRODUCTION""; [stamped in black ink on verso]: ""COCKERELL MARBLED PAPERS *SECOND* HAND MARBLED DESIGN""",fedoraAdmin,Combed marbled papers|art reproduction|curl marbled paper,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/fb/00/6c/bc/fb006cbc-d2e5-4fcb-9321-62b6385720d0/berger_cloonan_batch_7_objects,Marbled papers,2022-06-21T13:53:58.322000+00:00,Berger-Cloonan #1116,In copyright; For more information see: http://rightsstatements.org/vocab/InC/1.0/,StillImage,reformatted digital,fedoraAdmin,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/fb/00/6c/bc/fb006cbc-d2e5-4fcb-9321-62b6385720d0/berger_cloonan_batch_7_objects/91/pages/page_0/files/01116.jpg,,,,Cockerell
3H34|1083,1 sheet of red and white paste paper; 17.50 x 25.00 in.,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/fb/00/6c/bc/fb006cbc-d2e5-4fcb-9321-62b6385720d0/berger_cloonan_batch_7_objects/58/pages|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/fb/00/6c/bc/fb006cbc-d2e5-4fcb-9321-62b6385720d0/berger_cloonan_batch_7_objects/58/orderProxies,false,2022-06-21T13:53:01.909000+00:00,"Hall, Victoria",England--Norwich,Paper,"Surface application; Paste; M4.D5.F3; Sidney E. Berger and Michele V. Cloonan purchased the sheet from Ian Harkness.; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: VIII.G.3.a; Not signed; Stamped; Not stickered; Not embossed; [stamped in black ink on verso]: ""Victoria Marbling  HAND DECORATED PAPERS BY VICTORIA HALL, St. Mary's Works, Duke Street, Norwich, NR3 1QA ENGLAND Tel: 01603 76441""; [stamped in red ink on verso]: ""Copyright [copyright symbol] 1994, No unauthorized reproduction""; [stamped in black ink on verso]: ""Ian Harkness English Hand Marbled Papers, 214-869-9010, To Re-Order Quote Ref 3H34""",fedoraAdmin,Brush-manipulated paste papers|art reproduction,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/fb/00/6c/bc/fb006cbc-d2e5-4fcb-9321-62b6385720d0/berger_cloonan_batch_7_objects,Paste papers,2022-06-21T13:53:01.909000+00:00,Berger-Cloonan #1083,In copyright; For more information see: http://rightsstatements.org/vocab/InC/1.0/,StillImage,reformatted digital,fedoraAdmin,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/fb/00/6c/bc/fb006cbc-d2e5-4fcb-9321-62b6385720d0/berger_cloonan_batch_7_objects/58/pages/page_0/files/01083.jpg,,1990s,1994,Victoria Marbling
1100,"1 sheet of red, yellow, black and white marbled paper; 9.25 x 23.00 in.",https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/fb/00/6c/bc/fb006cbc-d2e5-4fcb-9321-62b6385720d0/berger_cloonan_batch_7_objects/75/pages|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/fb/00/6c/bc/fb006cbc-d2e5-4fcb-9321-62b6385720d0/berger_cloonan_batch_7_objects/75/orderProxies,false,2022-06-21T13:53:26.352000+00:00,"Cockerell, Douglas|Cockerell, Sydney Morris",England,Paper,"Surface application; Marbled; M4.D5.F4; Sidney E. Berger and Michele V. Cloonan purchased the sheet from the Paper Source in Los Angeles, California circa 1988.; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: VIII.F.1; Not signed; Not stamped; Not stickered; Not embossed; Douglas Cockerell and Sidney Cockerell, father and son, were both talented English marblers. They marbled beginning in the 1970s.",fedoraAdmin,art reproduction|Combed marbled papers|curl marbled paper,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/fb/00/6c/bc/fb006cbc-d2e5-4fcb-9321-62b6385720d0/berger_cloonan_batch_7_objects,Marbled papers,2022-06-21T13:53:26.352000+00:00,Berger-Cloonan #1100,In copyright; For more information see: http://rightsstatements.org/vocab/InC/1.0/,StillImage,reformatted digital,fedoraAdmin,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/fb/00/6c/bc/fb006cbc-d2e5-4fcb-9321-62b6385720d0/berger_cloonan_batch_7_objects/75/pages/page_0/files/01100.jpg,,,,Cockerell
1005,"1 sheet of red, purple, white and light brown marbled paper; 15.50 x 17.25 (uneven edges) in.",https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/fb/00/6c/bc/fb006cbc-d2e5-4fcb-9321-62b6385720d0/berger_cloonan_batch_7_objects/47/pages|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/fb/00/6c/bc/fb006cbc-d2e5-4fcb-9321-62b6385720d0/berger_cloonan_batch_7_objects/47/orderProxies,false,2022-06-21T13:52:43.981000+00:00,"Ozeum, Mr.",China--Xinjiang Uygur Zizhiqu,Paper,"Surface application; Marbled; M4.D5.F1; Mr. Ozeum donated the sheet to Sidney E. Berger and Michele V. Cloonan.; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: VIII.F.4.f; Not signed; Stamped; Not stickered; Not embossed; #01004 and #01005 stored together in onion paper folder; sheet stapled to onion paper folder; [stamped in purple ink on paper folder] ""KHOTAN PAPER, Handmade and marbled, Xinjiang Uygur Autonomous Region PRC, CACAS, Central Asian Culture Art Society""; [stamped in purple ink on paper folder]: ""Limited Edition #all rights by OZEUM <uygur13@tnn.net>""",fedoraAdmin,agate marbled paper|art reproduction|Stone marbled papers,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/fb/00/6c/bc/fb006cbc-d2e5-4fcb-9321-62b6385720d0/berger_cloonan_batch_7_objects,Marbled papers,2022-06-21T13:52:43.981000+00:00,Berger-Cloonan #1005,In copyright; For more information see: http://rightsstatements.org/vocab/InC/1.0/,StillImage,reformatted digital,fedoraAdmin,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/fb/00/6c/bc/fb006cbc-d2e5-4fcb-9321-62b6385720d0/berger_cloonan_batch_7_objects/47/pages/page_0/files/01005.jpg,M4.D5.F1.A,,,Central Asian Culture Art Society
4434,"1 sheet of black, pink, white and cream marbled paper; 19.50 x 27.50 in.",https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/fb/00/6c/bc/fb006cbc-d2e5-4fcb-9321-62b6385720d0/berger_cloonan_batch_7_objects/133/pages|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/fb/00/6c/bc/fb006cbc-d2e5-4fcb-9321-62b6385720d0/berger_cloonan_batch_7_objects/133/orderProxies,false,2022-06-21T13:55:11.439000+00:00,"Frigge, Karli",Netherlands,Paper,"Distribution of fibers; Surface application; Laid; Marbled; M4.D3.F4; Agate marble with numerous or (small and medium sized) spheres containing a range of abstract images (""eye""; and cellular); laid paper; playful design with touches of pink; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: II.E; VIII.F.4.f; Not signed; Stamped; Slightly creased edge; The Berger/Cloonan paper collection contains a large number of the works of Karli Frigge. Sidney E. Berger wrote Karli Frigge's Life in Marbling (Newtown, PA: Bird & Bull Press, 2004), in which he claims that Karli Frigge is perhaps the greatest marbler in history.; [stamped in black ink on verso]: ""KARLI FRIGGE LOCHEMSEWEG 75 7215 RA JOPPE NEDERLAND [printed in an open square]""",fedoraAdmin,Stone marbled papers|art reproduction,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/fb/00/6c/bc/fb006cbc-d2e5-4fcb-9321-62b6385720d0/berger_cloonan_batch_7_objects,Marbled papers,2022-06-21T13:55:11.439000+00:00,Berger-Cloonan #4434,In copyright; For more information see: http://rightsstatements.org/vocab/InC/1.0/,StillImage,reformatted digital,fedoraAdmin,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/fb/00/6c/bc/fb006cbc-d2e5-4fcb-9321-62b6385720d0/berger_cloonan_batch_7_objects/133/pages/page_0/files/04434.jpg,,,,
6,"1 sheet of green, brown, black and white marbled paper; 19.25 x 25.50 in.",https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/fb/00/6c/bc/fb006cbc-d2e5-4fcb-9321-62b6385720d0/berger_cloonan_batch_7_objects/7/pages|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/fb/00/6c/bc/fb006cbc-d2e5-4fcb-9321-62b6385720d0/berger_cloonan_batch_7_objects/7/orderProxies,false,2022-06-21T13:51:53.850000+00:00,"Breugel, Eva Van",Holland,Paper,"Distribution of fibers; Surface application; Laid; Marbled; M5.D4.F1; Laid paper; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: II.E; VIII.F.4.e; Not signed; Stamped; Not stickered; Not embossed; [stamped in blue ink on verso]: ""Eva Clifford Kocq van Breugel, Driebergen Holland""",fedoraAdmin,Spanish random marbled papers|art reproduction|Spanish marbled paper,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/fb/00/6c/bc/fb006cbc-d2e5-4fcb-9321-62b6385720d0/berger_cloonan_batch_7_objects,Marbled papers,2022-06-21T13:51:53.850000+00:00,Berger-Cloonan #6,In copyright; For more information see: http://rightsstatements.org/vocab/InC/1.0/,StillImage,reformatted digital,fedoraAdmin,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/fb/00/6c/bc/fb006cbc-d2e5-4fcb-9321-62b6385720d0/berger_cloonan_batch_7_objects/7/pages/page_0/files/00006.jpg,M5.D4.F1.A,,,
1095,"1 sheet of blue, light brown, dark brown and white marbled paper; 20.25 x 25.25 in.",https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/fb/00/6c/bc/fb006cbc-d2e5-4fcb-9321-62b6385720d0/berger_cloonan_batch_7_objects/70/orderProxies|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/fb/00/6c/bc/fb006cbc-d2e5-4fcb-9321-62b6385720d0/berger_cloonan_batch_7_objects/70/pages,false,2022-06-21T13:53:20.227000+00:00,"Cockerell, Douglas|Cockerell, Sydney Morris",England--Letchworth,Paper,"Surface application; Marbled; M4.D5.F4; Sidney E. Berger and Michele V. Cloonan purchased the sheet from the Paper Source in Los Angeles, California circa 1988.; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: VIII.F.1; Not signed; Stamped; Not stickered; Not embossed; Douglas Cockerell and Sidney Cockerell, father and son, were both talented English marblers. They marbled beginning in the 1970s.; [stamped in black ink on verso]: [copyright symbol] COCKERELLLETCHWORTHENGLAND""",fedoraAdmin,Combed marbled papers|art reproduction|curl marbled paper,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/fb/00/6c/bc/fb006cbc-d2e5-4fcb-9321-62b6385720d0/berger_cloonan_batch_7_objects,Marbled papers,2022-06-21T13:53:20.227000+00:00,Berger-Cloonan #1095,In copyright; For more information see: http://rightsstatements.org/vocab/InC/1.0/,StillImage,reformatted digital,fedoraAdmin,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/fb/00/6c/bc/fb006cbc-d2e5-4fcb-9321-62b6385720d0/berger_cloonan_batch_7_objects/70/pages/page_0/files/01095.jpg,,,,Cockerell
C164T|1114,"1 sheet of red, brown, yellow, gray and white marbled paper; 20.25 x 25.25 in.",https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/fb/00/6c/bc/fb006cbc-d2e5-4fcb-9321-62b6385720d0/berger_cloonan_batch_7_objects/89/pages|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/fb/00/6c/bc/fb006cbc-d2e5-4fcb-9321-62b6385720d0/berger_cloonan_batch_7_objects/89/orderProxies,false,2022-06-21T13:53:55.302000+00:00,"Cockerell, Douglas|Cockerell, Sydney Morris",England--Cambridge,Paper,"Surface application; Marbled; M4.D3.F7; Sidney E. Berger and Michele V. Cloonan purchased the sheet from Ian Harkness.; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: VIII.F.1.c; Not signed; Stamped; Not stickered; Not embossed; Douglas Cockerell and Sidney Cockerell, father and son, were both talented English marblers. They marbled beginning in the 1970s.; [stamped in black ink on verso]: [copyright symbol] COCKERELL 1995 BARTON CAMBRIDGE CB3 7AD ENGLAND Tel/Fax 01223 262430 NO UNAUTHORISED REPRODUCTION""; [stamped in black ink on verso] ; ""Ian Harkness English Hand Marbled Papers 214-859-9010 To Re-Order Quote Ref C164T""",fedoraAdmin,Dutch marbled paper|French snail marbled papers|art reproduction|curl marbled paper,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/fb/00/6c/bc/fb006cbc-d2e5-4fcb-9321-62b6385720d0/berger_cloonan_batch_7_objects,Marbled papers,2022-06-21T13:53:55.302000+00:00,Berger-Cloonan #1114,In copyright; For more information see: http://rightsstatements.org/vocab/InC/1.0/,StillImage,reformatted digital,fedoraAdmin,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/fb/00/6c/bc/fb006cbc-d2e5-4fcb-9321-62b6385720d0/berger_cloonan_batch_7_objects/89/pages/page_0/files/01114.jpg,,1990s,1995,Cockerell
9,"1 sheet of pink, gray, black, cream and light brown marbled paper; 19.50 x 27.00 in.",https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/fb/00/6c/bc/fb006cbc-d2e5-4fcb-9321-62b6385720d0/berger_cloonan_batch_7_objects/10/orderProxies|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/fb/00/6c/bc/fb006cbc-d2e5-4fcb-9321-62b6385720d0/berger_cloonan_batch_7_objects/10/pages,false,2022-06-21T13:51:32.803000+00:00,"Breugel, Eva Van",Holland,Paper,"Distribution of fibers; Surface application; Laid; Marbled; M5.D4.F1; Laid paper; paper resembles parcel paper; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: II.E; VIII.F.1; Not signed; Stamped; Not stickered; Not embossed; [stamped in blue ink on verso]: ""EVA VAN BREUGEL""",fedoraAdmin,Combed marbled papers|art reproduction|curl marbled paper,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/fb/00/6c/bc/fb006cbc-d2e5-4fcb-9321-62b6385720d0/berger_cloonan_batch_7_objects,Marbled papers,2022-06-21T13:51:32.803000+00:00,Berger-Cloonan #9,In copyright; For more information see: http://rightsstatements.org/vocab/InC/1.0/,StillImage,reformatted digital,fedoraAdmin,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/fb/00/6c/bc/fb006cbc-d2e5-4fcb-9321-62b6385720d0/berger_cloonan_batch_7_objects/10/pages/page_0/files/00009.jpg,M5.D4.F1.A,,,
1131,"1 sheet of gray, black and white marbled paper; 20.25 x 25.25 in.",https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/fb/00/6c/bc/fb006cbc-d2e5-4fcb-9321-62b6385720d0/berger_cloonan_batch_7_objects/106/pages|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/fb/00/6c/bc/fb006cbc-d2e5-4fcb-9321-62b6385720d0/berger_cloonan_batch_7_objects/106/orderProxies,false,2022-06-21T13:54:20.457000+00:00,"Cockerell, Douglas|Cockerell, Sydney Morris",England--Cambridge,Paper,"Surface application; Marbled; M4.D3.F7; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: VIII.F.1; Not signed; Stamped; Not stickered; Not embossed; Douglas Cockerell and Sidney Cockerell, father and son, were both talented English marblers. They marbled beginning in the 1970s.; [stamped in black ink on verso]: [copyright symbol] COCKERELL 1995 BARTON CAMBRIDGE CB3 7AD ENGLAND Tel/Fax 01223 262430 NO UNAUTHORISED REPRODUCTION""",fedoraAdmin,Combed marbled papers|art reproduction|curl marbled paper,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/fb/00/6c/bc/fb006cbc-d2e5-4fcb-9321-62b6385720d0/berger_cloonan_batch_7_objects,Marbled papers,2022-06-21T13:54:20.457000+00:00,Berger-Cloonan #1131,In copyright; For more information see: http://rightsstatements.org/vocab/InC/1.0/,StillImage,reformatted digital,fedoraAdmin,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/fb/00/6c/bc/fb006cbc-d2e5-4fcb-9321-62b6385720d0/berger_cloonan_batch_7_objects/106/pages/page_0/files/01131.jpg,,1990s,1995,Cockerell
3743,"1 sheet of red, blue, brown, black and light tan marbled paper; 25.75 x 37.50 in.",https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/fb/00/6c/bc/fb006cbc-d2e5-4fcb-9321-62b6385720d0/berger_cloonan_batch_7_objects/122/pages|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/fb/00/6c/bc/fb006cbc-d2e5-4fcb-9321-62b6385720d0/berger_cloonan_batch_7_objects/122/orderProxies,false,2022-06-21T13:54:52.941000+00:00,"Raposo, Eliana",,Paper,"Surface application; Marbled; M5.D4.F13; Underlying pattern is stone marbling; overlying pattern is combed marbling; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: VIII.F.3; Not signed; Stamped; Small white spot on lower corner area; [stamped in black ink on verso]: ""ENCADERNACA O E MARMORIZACA O Eliana Raposo""; [printed in black ink on verso]: ""R. Sergipe, 312 - ap. 7 Sao Paulo - SP - 01243Tel. (011)257 - 6201 Brasil""; [printed in blue ink on verso]: ""BACH""",fedoraAdmin,Over-marbled papers|marbled paper|art reproduction,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/fb/00/6c/bc/fb006cbc-d2e5-4fcb-9321-62b6385720d0/berger_cloonan_batch_7_objects,Marbled papers,2022-06-21T13:54:52.941000+00:00,Berger-Cloonan #3743,In copyright; For more information see: http://rightsstatements.org/vocab/InC/1.0/,StillImage,reformatted digital,fedoraAdmin,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/fb/00/6c/bc/fb006cbc-d2e5-4fcb-9321-62b6385720d0/berger_cloonan_batch_7_objects/122/pages/page_0/files/03743.jpg,,,,
6277,1 sheet of green and blue marbled paper; 21.25 x 31.00 in.,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/fb/00/6c/bc/fb006cbc-d2e5-4fcb-9321-62b6385720d0/berger_cloonan_batch_7_objects/148/orderProxies|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/fb/00/6c/bc/fb006cbc-d2e5-4fcb-9321-62b6385720d0/berger_cloonan_batch_7_objects/148/pages,false,2022-06-21T13:55:33.276000+00:00,"Miura, Kerstin Tini",,Paper,"Surface application; Marbled; M5.D4.F14; Dramatic pattern; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: VIII.F.4; Signed; Not stamped; Not stickered; Not embossed; Wrinkled; edge creased; stained on verso; [written in pencil on verso]: ""Tini Miura""",fedoraAdmin,marbled paper|art reproduction|Random marbled papers,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/fb/00/6c/bc/fb006cbc-d2e5-4fcb-9321-62b6385720d0/berger_cloonan_batch_7_objects,Marbled papers,2022-06-21T13:55:33.276000+00:00,Berger-Cloonan #6277,In copyright; For more information see: http://rightsstatements.org/vocab/InC/1.0/,StillImage,reformatted digital,fedoraAdmin,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/fb/00/6c/bc/fb006cbc-d2e5-4fcb-9321-62b6385720d0/berger_cloonan_batch_7_objects/148/pages/page_0/files/06277.jpg,M5.D4.F14.A,,,
